date,likes,text,label
Mon Sep 16 08:29:13 +0000 2024,0,Video Subsidi KRL Dipersempit Warga Kian Terjepit,netral
Mon Sep 16 05:12:12 +0000 2024,0,Pembatasan BBM Subsidi amp Kenaikan Tarif KRL Pukulan Baru Daya Beli,netral
Sun Sep 15 08:04:34 +0000 2024,0,Wacana pemerintah untuk menerapkan skema subsidi KRL Jabodetabek yang bakal diubah berbasis Nomor Induk Kependudukan NIK dipandang sudah tepat,netral
Sun Sep 15 04:43:37 +0000 2024,0,Rencana pemerintah mengubah model pemberian subsidi KRL menjadi berbasis NIK menuai pro kontra Berikut ini hasil polling detikcom tentang kebijakan tersebut,netral
Sun Sep 15 02:43:23 +0000 2024,0,Sama aja lahjaklingkotjkrlbahkan bensin pun subsidi,netral
Sun Sep 15 02:00:41 +0000 2024,0,Subsidi KRL dihapus pindah ke subsidi PLTU ditambah buat areng powered EV Transpotasi publik aja pabalieut Debat kagak kelar kebijakan ga pernah mulai,negatif
Sat Sep 14 13:30:20 +0000 2024,0,Smoga subsidi buat krl tetep ada bhkan di tmbah,netral
Sat Sep 14 10:44:18 +0000 2024,2,Angkutan umum dengan kondisi geografis di Papua Pegunungan agak berat Damri sudah dikenal masyarakat pengurusnya sebagian besar dr Warga Papua Cuma anggarannya angkutan perintis PSO KRL Subsidi Rp miliar utk seluruh Indonesia,netral
Sat Sep 14 08:53:28 +0000 2024,8,Di Balik Pemangkasan Subsidi Tiket KRL Subsidi untuk kereta rel listrik atau KRL bakal berkurang pada Ada tambal sulam anggaran untuk mengakomodasi pos belanja baru pemerintahan Prabowo Subianto Simak selengkapnya di program Jelasin Dong Setiap Jumat pukul WIB di,netral
Sat Sep 14 07:03:24 +0000 2024,0,Subsidi utk kereta rel listrik KRL bakal berkurang pada Ada tambal sulam anggaran utk mengakomodasi pos belanja baru pemerintahan Prabowo Subianto Simak selengkapnya di program Jelasin Dong Setiap Jumat pukul WIB di Youtube Tempodotco dan Spotify Jelasin Dong,netral
Sat Sep 14 06:00:27 +0000 2024,0,dan tanpa gua tau duduk perkaranya krn belom ngulik lebih jauh ada wacana buat mengurangi subsidi tarif krl emg bener disuruh coba aja dulu itu orang yg duduk di pemerintahan buat nyobain seharihari naek krl,negatif
Sat Sep 14 04:42:45 +0000 2024,1,Semua ini masih dalam kajian ya Commuters Selain itu nantinya rencana skema subsidi KRL berbasis NIK masih menunggu arahan dari pemerintahan baru yang dipimpin oleh presiden terpilih Prabowo Subianto Source,netral
Sat Sep 14 04:40:51 +0000 2024,5,Pemerintah Pengetatan subsidi BBM subsidi KRL hanya untuk sebagian orang iuran pensiun tambahan PPN naik jadi dan punguran Tapera Kelas menengah Turun kelas Baca gt,negatif
Sat Sep 14 00:37:24 +0000 2024,0,KRL Palembang penghasilan per tahun M nilai subsidi per tahun M Gimana lagi mau dibangun di Jatim yg positif untung gak menguras kas negara nanti dibilang pembangunan Jawa sentris,netral
Fri Sep 13 23:29:39 +0000 2024,0,Awokawokawok kementerian bisa nambah lagi jadi tapi subsidi KRL di kurangin,negatif
Fri Sep 13 23:28:55 +0000 2024,2,Wkwkwk iyaa apalagi kementerian bisa nambah lagi jadi tapi subsidi KRL di kurangin,negatif
Fri Sep 13 23:28:05 +0000 2024,0,Hati hati kementerian bisa nambah lagi jadi tapi subsidi KRL di kurangin,negatif
Fri Sep 13 16:28:11 +0000 2024,10,Pemerintah akan menerapkan skema subsidi kereta rel listrik atau KRL berbasis Nomor Induk Kependudukan Tarif kereta kelas menengah keatas bakal melejit Fufufafa,netral
Fri Sep 13 16:14:44 +0000 2024,0,Jadi wajar jika masalh ini pun jadi sistemik yg sengaja dipelihara Imbasnya kesewenangan penguasa membuat aturan jauh dari yg seharusnya untuk mensejahterakan rakyat Contoh seperti mobil listrik diberi subsidi BBM subsidi dimanfaatkan org menengah ke atas KRL pakai NIK,negatif
Fri Sep 13 15:30:18 +0000 2024,0,Dalam keadaan tak menguntungkan yg menimpa rakyat jelata ini presiden terpilih Prabowo sebaiknya bersikap melindungi rakyat yg di cintainya supaya rakyatnya tidak makin tenggelam masuk lembah kemiskinan akbt subsidi tarif KRL Jabodetabek berbasis NIK,netral
Fri Sep 13 15:06:08 +0000 2024,0,Cari jln mudah yakni batasi subsidi tarif KRL Jabodetabek yg melimpah penumpangnya Naikkan tarif per kepala diperoleh M per hari jumlah yg signifikan ketika kas PT KAI sdh KOYAK akibat Utang jumbo Keputusan ini bikin manusia miskin bertambah signifikan di Jabotabek,negatif
Fri Sep 13 14:58:57 +0000 2024,0,Pemerintah berencana mengubah subsidi KRL menjadi berbasis NIK Tarif normal KRL tanpa subsidi bisa mencapai Rp per km Simak penjelasannya,netral
Fri Sep 13 14:30:00 +0000 2024,0,Pemerintah akan menerapkan skema subsidi kereta rel listrik KRL berbasis Nomor Induk Kependudukan Tarif kereta utk kelas menengah ke atas bakal melejit Simak selengkapnya di program Jelasin Dong Setiap Jumat pukul WIB di Youtube Tempodotco dan Spotify Jelasin Dong,netral
Fri Sep 13 12:49:46 +0000 2024,8,Siapsiap Tarif KRL Bakal Naik Pemerintah akan menerapkan skema subsidi kereta rel listrik atau KRL berbasis Nomor Induk Kependudukan Tarif kereta untuk kelas menengah ke atas bakal melejit Simak selengkapnya di program Jelasin Dong Setiap Jumat pukul WIB di,netral
Fri Sep 13 12:37:26 +0000 2024,0,tapera dana pensiun ppn naik terus pajak bangun rumah nanti ada pajak apalagi ya masih kurang kayanya itu ya palingan motong subsidi krl sama bbm juga ad nanti bakal jadi berita mainstream kayanya ni pajak keberlanjutan mantap emang,negatif
Fri Sep 13 11:56:00 +0000 2024,0,Pemerintah berencana mengubah subsidi KRL menjadi berbasis NIK Memang berapa tarif normal KRL tanpa subsidi,netral
Fri Sep 13 11:02:38 +0000 2024,0,Klo pemerintah emang niat pembatasan subsidi BBM mah tinggal bikin kebijakan pendaftaran NIK aja Tapi bukannya dipake untuk ini justru dipake untuk KRL yg transportasi umum murah meriah rakyat jelata Kendaraan pribadi lebih menguntungkan Akhirnya makin macet kotanya,negatif
Fri Sep 13 10:57:57 +0000 2024,0,Pemerintah berencana mengubah subsidi KRL Jabodetabek berbasis NIK Pengamat menilai ini bisa hemat anggaran namun berpotensi timbul kecemburuan sosial,netral
Fri Sep 13 10:09:21 +0000 2024,0,Pemerintah rencanakan perubahan subsidi KRL berbasis NIK untuk tepat sasaran detikers setuju Isi pollingnya di artikel ini ya,netral
Fri Sep 13 08:49:06 +0000 2024,0,karena subsidi nya di pindahkan ke situ dan nanti kalo udah rame pengguna nya tinggal di cabut subsidi nya kayak krl sekarang,netral
Fri Sep 13 08:28:22 +0000 2024,1,Fun fact Dana pensiun yang kita bakal keluarin subsidi KRL yang dipangkas dananya dipindahin buat bayar seluruh menteri ini no care kinerjanya gimana,negatif
Wed Sep 11 03:47:05 +0000 2024,0,Subsidi KRL Berbasis NIK Jadi Wacana Kelas Menengah yang Menderita,negatif
Wed Sep 11 01:46:15 +0000 2024,1,Esai Rama Permana di mengingatkan kita soal dampak insentif pembelian kendaraan yang bergerak relatif liar Di tengah rencana penyesuaian subsidi KRL dengan NIK insentif tersebut dapat membelenggu solusi mobilitas jangka panjang Tautan,netral
Wed Sep 11 00:00:13 +0000 2024,0,Subsidi krl berdasarkan nik tetep dilanjut,netral
Tue Sep 10 21:53:52 +0000 2024,0,Gue perhatiin kok akhir ini KRL makin sering skip jadwal sih Maksudnya mau trailer pemangkasan subsidi apa gimana Orang berangkat kerja pake transum yang diinginkan punctuality nya biar bisa estimasi mobilitynya Kalo kaya gini mediocre workers bisa telat mulu,negatif
Tue Sep 10 16:09:39 +0000 2024,0,Dik Tiongkok kalo besok mau dapet poin utang KCIC lunas buat nambah subsidi KRL,netral
Tue Sep 10 11:52:51 +0000 2024,0,p pemerintah minimal kalo mau motong subsidi krl benerin dulu kualitas krlnya anjeng luasin kek apa kek serah kontol gue CAPEK pgn pulang tp kehalang rush hour mulu,negatif
Tue Sep 10 11:24:47 +0000 2024,0,Sementara subsidi Krl dipangkas Benar biang kerok,negatif
Tue Sep 10 11:10:57 +0000 2024,0,KRL semakin malam armada semakin berkurang Kata gue sih drpd pemerintah sibuk mikirin harga KRL subsidi berdasarkan NIK yg paling bener TAMBAHIN ARMADANYA amp konsisten maksimal tuh di menit sekali menit at night is too long for people to wait,negatif
Tue Sep 10 08:56:14 +0000 2024,0,Gue perhatiin kok akhir ini KRL makin sering skip jadwal sih Maksudnya mau trailer pemangkasan subsidi apa gimana Orang berangkat kerja pake transum yang diinginkan punctuality nya biar bisa estimasi mobilitynya Kalo kaya gini mediocre workers bisa telat mulu,negatif
Tue Sep 10 08:49:18 +0000 2024,0,Komisi V Ragukan Subsidi KRL Berbasis NIK Kami Belum Tahu Alasannya,netral
Tue Sep 10 08:29:00 +0000 2024,0,Dan sekarang sedang menyiapkan aturan baru terkait subsidi tepat sasaran Gak paham apa yg mau dicapai Apakah mau mengurangi pengguna krl dari warga non dki agar tidak overcrowded Beneran gak paham,negatif
Tue Sep 10 08:05:40 +0000 2024,0,SINDOscope Gaduh Subsidi KRL Berbasis NIK,netral
Tue Sep 10 06:52:33 +0000 2024,0,Wacana Subsidi KRL Berbasis NIK Bakal Menambah Beban Kelas Menengah,negatif
Tue Sep 10 06:26:53 +0000 2024,130,Banyak Kelas Menengah Jatuh Miskin Politisi PKS Desak Pemerintah Pertahankan Subsidi BBM Dengan mempertahankan subsidi BBM dan tarif KRL kita dapat meringankan beban pengeluaran harian mereka dan menjaga daya beli masyarakat,netral
Tue Sep 10 06:14:25 +0000 2024,38,Anyway tetap kawal berita ini ya ges Tolak subsidi KRL berbasis NIK,negatif
Tue Sep 10 05:35:17 +0000 2024,0,Hari tua itu pasti lansia tanggung jawab negara karena haknya dijamin Negara Jadi gak usah cari alasan untuk ambil uang rakyat lagi Pajak sudah tinggi BBM ditarik subsidi ongkos KRL mau dinaikkan harga Tol naik Koruptor Maunya apa lagi Negara ini Gak ada puasnya,negatif
Tue Sep 10 05:07:10 +0000 2024,26,Kelas Menengah semakin sulit ke depannya Pemasukan mereka tetap tetapi pengeluaran meningkat Pembatasan BBM subsidi Sistem NIK subsidi KRL Pajakpajak yg makin naik Kewajiban potongan kebijakan pensiun yg baru BPJS Kesehatan amp TK Dan kewajiban lainnya Smangaat,negatif
Tue Sep 10 04:46:36 +0000 2024,0,Nilai Wacana Subsidi KRL Gunakan NIK Aneh Said Didu Subsidi Transportasi Itu Beda dengan Subsidi Barang Konsumsi,netral
Tue Sep 10 04:20:40 +0000 2024,1,Wacana penyesuaian tarif KRL atau commuter line Jabodetabek kembali mengemuka Pemerintah ingin mengubah skema subsidi KRL menjadi berbasis Nomor Induk Kependudukan NIK Wacana ini mengundang kritik karena tarif bakal naik untuk kalangan tertentu Padahal daya beli,netral
Tue Sep 10 03:39:34 +0000 2024,0,Banyak Kelas Menengah Jatuh Miskin Politisi PKS Desak Pemerintah Pertahankan Subsidi BBM Politisi PKS itu mendesak pemerintah untuk mempertahankan subsidi Bahan Bakar Minyak BBM dan tarif Kereta Rel Listrik KRL guna meringankan PKS Pembela Rakyat,netral
Mon Sep 09 01:11:50 +0000 2024,1,parah anyinhhh malah ngadi mau bikin subsidi krl based on NIK apaan kek gitu,negatif
Mon Sep 09 00:38:31 +0000 2024,1,daripada urusin subsidi lebih urgent nambahin rangkaian Tiap pagi jadi kayak ayam geprek naik KRL,negatif
Mon Sep 09 00:36:09 +0000 2024,0,Yup idealnya dialihkan ke subsidi transum tapi disini malah subsidi krl mau dikurangi Sungguh aneh ini negara,negatif
Mon Sep 09 00:27:28 +0000 2024,1,Bukan NIK Ini Solusi Penetapan Tarif KRL Jabodetabek Usulan Pakar ITB untuk Tekan Subsidi Pemerintah,netral
Sun Sep 08 15:06:34 +0000 2024,0,Anker bikin aksi masa juga lah menolak subsidi KRL berbasi NIK,negatif
Sun Sep 08 11:18:43 +0000 2024,0,Wacana penyesuaian tarif KRL atau commuter line Jabodetabek kembali mengemuka Pemerintah ingin mengubah skema subsidi KRL menjadi berbasis Nomor Induk Kependudukan NIK Wacana ini mengundang kritik karena tarif bakal naik untuk kalangan tertentu Padahal daya beli,netral
Sun Sep 08 09:43:52 +0000 2024,1,Keknya semenjak dia protes penggolongan subsidi krl,netral
Sun Sep 08 09:41:11 +0000 2024,1,Beban lah lihat aja KCIC itu Proyek mercusuar yg jadi beban KAI Sekarang lihat muncul ide tolol tarif KRL Jabodetabek berbasis NIK Ide nya ngurangin subsidi biar bisa bayar utang,negatif
Sun Sep 08 09:15:08 +0000 2024,1,Semingguan ini ada apaan yak yuk simak Drone Tak Berizin Terbang di Konser Green Day AS Para Personil Kabur ke Backstage Lyodra Tampil Menyanyi di Misa Akbar Paus Fransiskus di GBK Wacana Subsidi KRL Jabodetabek Berdasarkan NIK Para Pengguna KRL Protes,negatif
Sun Sep 08 07:35:15 +0000 2024,3,Beli permen mknan dipajakin pengusaha resto dipajakin yg makan di tempat dipajakin Belom progresif kntl Org kaya dksh subsidi kndran listrik yg pajaknya cmn ratusan kalah sama nmax KRL yg menjunjung tinggi kesetaraan mlh mao dinaekin Rakyat djadiin komoditas KonohanKNTL,negatif
Sun Sep 08 07:31:00 +0000 2024,0,Wacana Subsidi KRL Berbasis NIK KAI Commuter Siap Ikuti Kebijakan Pemerintah,netral
Sun Sep 08 07:06:33 +0000 2024,2,Subsidi KRL Bakal Berbasis NIK KAI Commuter Buka Suara,netral
Sun Sep 08 06:08:11 +0000 2024,32,Habis Pilpres Program Pahit yg Tertunda Gegara Takut Digoreng pun Mulai Dieksekusi Pelorotin duit rakyat lewat iuran ini itu Pertalite lenyapdibatasi Pajak naik UMKM kena cukai PP Cabut subsidi KRL OrkaySubsidi KRL Bebasis NIK Emg bisa akurat,negatif
Sun Sep 08 05:30:08 +0000 2024,6,Saya kalo jadi pengambil keputusan sekarang ide ini iyain aja karena bikin kajian lagi takutnya jadi justifikasi yg justru makin memperkecil porsi subsidi KRL Pendek akal tapi daripada debat kusir sama pimpinan politik lebih lama lagi,positif
Sun Sep 08 04:30:24 +0000 2024,0,Nope Alihkan subsidi ga berguna buat subsidi KRL,netral
Sun Sep 08 04:29:23 +0000 2024,0,Untuk urusan ini wajib hukumnya kita tidak percaya klaim Pemerintah bahwa subsidi KRL tidak tepat sasaran Berapa triliun sih APBN untuk PSO khususnya KAI Commuter Lebih gede dari subsidi kendaraan listrik dan bengkel konversi Enggak kan,negatif
Sun Sep 08 04:26:17 +0000 2024,0,Nggak gini konsepnya Penolakan terhadap kenaikan harga KRL atau pembedaan subsidi itu harus dijadikan upaya politik sebagai wujud ketidakpercayaan kita sebagai warga negara ke Pemerintah Bukan semata hitungan mampuga mampu sekalipun ini nanti juga akan gue bahas di akhir,negatif
Sun Sep 08 04:00:01 +0000 2024,0,Beredar kabar pemerintah bakal memberikan subsidi KRL Jabodetabek berbasis NIK mulai PT Kereta Commuter Indonesia KCI siap mendukung,netral
Sun Sep 08 01:45:32 +0000 2024,3,Wika merugi subkon blum dibayar operator KAI minta keringanan Banyak subsidi dihapus pertalite KRL Pajak pada naik juta angka semu pasti tiap hari bertambah Tapi coba data keuangannya dipublish Ngeri sih Yang ngerasa manfaat seribu orang Menderita negara,negatif
Sun Sep 08 00:03:33 +0000 2024,0,Subsidi KRL Jabodetabek berbasis NIK bisa jadi preseden buruk Kotakota besar bisa tidak subsidi transportasi publik,negatif
Sun Sep 08 00:03:33 +0000 2024,5,Subsidi KRL Jabodetabek berbasis NIK bisa jadi preseden buruk Kotakota besar bisa tidak subsidi transportasi publik,negatif
Sat Sep 07 23:54:42 +0000 2024,0,Semua ini akan efektif kalau e KTP digunakan sesuai fungsinya Dari subsidi KRL subsidi bensin KIP dll Tinggal templok KTP gausah pake app beda beda amying,positif
Sat Sep 07 21:02:20 +0000 2024,2,Apa sbnrnya yg dimaksud dgn subsidi tepat sasaran Secara sederhana bermakna agar subsidi tdk dinikmati oleh orang kaya Jadi drpd mencabut subsidi KRL lbh pas mencabut subsidi mobil listrik yg notabene harganya mahal shg penerimanya adl orang kaya,netral
Sat Sep 07 13:16:31 +0000 2024,0,kocak mobil listrik dpt subsidi krl dikurangi,negatif
Sat Sep 07 12:14:45 +0000 2024,4,Subsidi transportasi publik sudah seharusnya sama rata Menyulitkan masyarakat kelas menengah dan yang rentan mikin kalau tarif KRL disesuaikan berdasarkan NIK Justru yang kurang penting adalah subsidi mobil listrik yang lebih baik dialihkan untuk transportasi publik,negatif
Sat Sep 07 12:03:44 +0000 2024,0,Bansos subsidi KRL subsidi listrik covid tujuannya adalah untuk memecah belah rakyat Setelah rakyat terbelah tujuan bangsat tercapai subsidi dihapus Naik semua Rencana subsidi KRL berbasis NIK terus tempodotco,negatif
Sat Sep 07 11:38:15 +0000 2024,0,kalau bisa ambil KPR Subsidijt jt Flat tahun di Jakarta kota Depok kota Tangsel kota Bekasi kota Tangerang kota Bogor emang udah ngga ada yang masih tersedia di Kab Bogor Kab Bekasi Kab tangerang cari yg bisa menjangkau akses KRL,netral
Sat Sep 07 10:35:29 +0000 2024,0,Jirr potongan tapera potongan pensiun potongan bpjs pembatasan subsidi bbm pembatasan subsidi krl pembatasan subsidi gas,negatif
Sat Sep 07 10:26:06 +0000 2024,0,buzzerp anti islam ajeng trs pengepul bansos apa kabar jama junjungan kau tuh rakyat ap di pajakin tp subsidi d kurangin ampe rencna pke nik buat tarif krl gilirin mungut pajak kaga pake nik lu pea,negatif
Sat Sep 07 09:31:12 +0000 2024,0,Menko Marves Luhut Binsar Pandjaitan buka suara soal subsidi KRL berbasis NIK Apa katanya,netral
Sat Sep 07 08:31:48 +0000 2024,0,Dr dlu saya ga setuju subsidi molis Mobil mahal yg beli org kaya Malah di subsidi Krl yg jelas masiv dan banyak gunanya malah ga jelas,negatif
Sat Sep 07 07:38:05 +0000 2024,1,Menteri Perhubungan Budi Karya Sumadi pastikan akan menggelar rapat guna membicarakan perihal skema subsidi layanan KRL Jabodetabek berbasis NIK Menhub akan berkoordinasi dengan Menteri Koordinator Bidang Kemaritiman dan Investasi Menko Marves Luhut Binsar Pandjaitan dan,netral
Sat Sep 07 07:07:33 +0000 2024,0,Klo di KRL pemerintah juga menggunakan diksi subsidi utk yg berhak Artinya yg gak berhak dpt subsidi harusnya beralih ke kendaraan pribadi,netral
Sat Sep 07 06:12:40 +0000 2024,34,you know what solves KA Commuter Jabodetabek in the short to medium run either lo gelontorin subsidi lebih banyak untuk paksa macem Hyundai ato Nippon Sharyo kerja sama dgn INKA untuk bikin KRL ato yauda ijinin banyak impor kereta ex Tokyo MetroEast JR,netral
Sat Sep 07 06:02:12 +0000 2024,0,Napa sih naek KRL diributin Woooyyy sdh sepantasnya pemerintah subsidi tiket angkutan umum masal daripada kalian subsidi mobil mewah dg bbm murah Pemerintah badut,negatif
Sat Sep 07 05:55:51 +0000 2024,6,Bansos subsidi KRL subsidi listrik covid tujuannya adalah untuk memecah belah rakyat Setelah rakyat terbelah tujuan bangsat tercapai subsidi dihapus Naik semua,negatif
Sat Sep 07 05:10:02 +0000 2024,0,Lebih tepatnya bukan digodok tapi ngetes viral nggak kl pada ciut ya lanjut kalo viral ya tinggal tulis berita Raja Mulyono menambah subsidi KRL,negatif
Sat Sep 07 04:02:05 +0000 2024,18,Pemerintah godok skema penerapan subsidi tarif KRL Jabodetabek berbasis Nomor Induk Kependudukan NIK,netral
Sat Sep 07 02:26:48 +0000 2024,1,Subsidi KRL dicabut dg alasan supaya subsidi tepat sasaran padahal ini yg dialami kelas menengah setiap hari Punya dendam apa sama kelas menengah sampai harus digencet terus,negatif
Sat Sep 07 02:23:35 +0000 2024,0,subsidi BBM dikurangi otw dihilangkan subsidi KRL dipangkas bakal ada potongan baru utk gaji pekerja buat program pensiun baru PKL dipajakin dana pendidikan dipangkas pajak naik jadi tahun depan tapera Apa gak meres rakyat Ini negara lama kayak rentenir dah,negatif
Sat Sep 07 01:41:21 +0000 2024,1,Mobil listrik SDA nikel dikeruk yg cuan cina Demi EV cina boleh ga perlu bangun pabrik mau kerja di perusahaan nya ada syarat yaitu mandarin speaker jualan disini dikasih subsidi Cina enak bgt yaaa Rakyat mau naik KRL aja dicabut subsidi nya,negatif
Sat Sep 07 01:39:01 +0000 2024,5,Ya mau gimana lagi bang sebagian penerima subsidi krl yang akan dikurangi itu masuk di dalam kaum bengak pendukung keberlanjutan ya selamat menikmati aja,negatif
Sat Sep 07 00:54:46 +0000 2024,2,Kalo dibilang subsidi krl gak tepat sasarangmn yg subsidi mobil listriksiapa yg menikmati,negatif
Sat Sep 07 00:26:37 +0000 2024,0,Menhub Budi Karya Sumadi berbicara mengenai wacana subsidi KRL berbasis NIK Budi Karya mengatakan akan menggelar rapat terkait hal itu,netral
Fri Sep 06 21:15:21 +0000 2024,0,Menteri Koordinator Kemaritiman dan Investasi Menko Marves Luhut Binsar Pandjaitan pun buka suara soal subsidi KRL berbasis NIK,netral
Fri Sep 06 17:59:53 +0000 2024,0,Menhub Budi Karya akan rapat dengan Menkeu terkait subsidi KRL berbasis NIK Rencana ini bertujuan untuk memastikan subsidi tepat sasaran,netral
Fri Sep 06 17:34:38 +0000 2024,0,aku merasa pemerintah sangat keterlaluan kalo misal mengesahkan wacana tentang penghapusan subsidi krl berbasis NIK karena aku tau aku gamungkin dapet belum lagi wacana pemotongan gaji untuk dana pensiun OJK dan tapera aku benerbener merasa hakku dirampas abisabisan HAHAHA,negatif
Fri Sep 06 14:00:35 +0000 2024,0,ide yang aneh kan seharusnya pemerintah senang orang menengah keatas sudah mau pakai KRL dibanding mobil pribadi Menteri Koordinator Kemaritiman dan Investasi Menko Marves Luhut Binsar Pandjaitan pun buka suara soal subsidi KRL berbasis NIK,negatif
Fri Sep 06 12:59:44 +0000 2024,2,Menteri Perhubungan Menhub Budi Karya Sumadi mengatakan pemerintah akan membahas soal rencana menerapkan subsidi tiket KRL Jabodetabek berbasis nomor induk kependudukan NIK,netral
Fri Sep 06 12:24:05 +0000 2024,0,subsidi krl ajah mau dicabut apalagi nambah bis mana kuat duitnyaa,negatif
Fri Sep 06 12:08:27 +0000 2024,2,Senator Dailami Tolak Subsidi KRL Berbasis NIK Negara Tak Boleh Cari Untung Dari Keringat Rakyat,negatif
Fri Sep 06 12:06:05 +0000 2024,0,Menhub Bakal Bahas Subsidi KRL Berbasis NIK Bareng LuhutSri Mulyani,netral
Fri Sep 06 11:53:33 +0000 2024,0,Dampak dari Presiden nggak baca apa yg dia tanda tangani adalah RAPBN siap dibahas DPR krn sdh disetujui eksekutif tapi Presiden nggak tau isinya apa Mungkin isu subsidi KRL ga menarik bagi beliau karena ada kepentingan yg dimajukan duluan kek IKN,negatif
