date,likes,text,label
Sun Sep 08 07:06:33 +0000 2024,2,subsidi krl bakal bas nik kai commuter buka suara,netral
Sun Sep 08 06:08:11 +0000 2024,32,habis pilpres program pahit tunda gegara takut goreng mulai eksekusi pelorotin duit rakyat lewat iur pertalite lenyapdibatasi pajak naik umkm kena cukai pp cabut subsidi krl orkaysubsidi krl bebas nik emg akurat,negatif
Sun Sep 08 05:30:08 +0000 2024,6,ambil putus sekarang ide iyain bikin kaji takut justifikasi justru makin kecil porsi subsidi krl pendek akal debat kusir pimpin politik lebih lama,positif
Sun Sep 08 04:30:24 +0000 2024,0,nope alih subsidi guna buat subsidi krl,netral
Sun Sep 08 04:29:23 +0000 2024,0,urus wajib hukum percaya klaim perintah subsidi krl tepat sasar berapa triliun apbn pso khusus kai commuter lebih gede subsidi kendara listrik bengkel konversi,negatif
Sun Sep 08 04:26:17 +0000 2024,0,gin konsep tolak naik harga krl beda subsidi jadi upaya politik wujud ketidakpercayaan warga negara perintah bukan semata hitung mampuga mampu sekalipun bahas akhir,negatif
Sun Sep 08 04:00:01 +0000 2024,0,edar kabar perintah bakal beri subsidi krl jabodetabek bas nik mulai pt kereta commuter indonesia kci siap dukung,netral
Sun Sep 08 01:45:32 +0000 2024,3,wika rugi subkon blum bayar operator kai minta ringan banyak subsidi hapus pertalite krl pajak naik juta angka semu tiap hari tambah coba data uang dipublish ngeri ngerasa manfaat ribu orang derita negara,negatif
Sun Sep 08 00:03:33 +0000 2024,0,subsidi krl jabodetabek bas nik preseden buruk kotakota besar subsidi transportasi publik,negatif
Sun Sep 08 00:03:33 +0000 2024,5,subsidi krl jabodetabek bas nik preseden buruk kotakota besar subsidi transportasi publik,negatif
Sat Sep 07 23:54:42 +0000 2024,0,semua efektif e ktp guna sesuai fungsi subsidi krl subsidi bensin kip tinggal templok ktp gausah pakai app beda beda amying,positif
Sat Sep 07 21:02:20 +0000 2024,2,benar maksud subsidi tepat sasar sederhana makna subsidi nikmat orang kaya cabut subsidi krl lebih pas cabut subsidi mobil listrik notabene harga mahal shg terima adl orang kaya,netral
Sat Sep 07 13:16:31 +0000 2024,0,kocak mobil listrik subsidi krl rang,negatif
Sat Sep 07 12:14:45 +0000 2024,4,subsidi transportasi publik rata sulit masyarakat kelas tengah rentan mikin tarif krl sesuai dasar nik justru kurang penting subsidi mobil listrik lebih baik alih transportasi publik,negatif
Sat Sep 07 12:03:44 +0000 2024,0,bansos subsidi krl subsidi listrik covid tuju pecah belah rakyat rakyat belah tuju bangsat capai subsidi hapus naik semua rencana subsidi krl bas nik tempodotco,negatif
Sat Sep 07 11:38:15 +0000 2024,0,ambil kpr subsidijt jt flat tahun jakarta kota depok kota tangsel kota bekas kota tangerang kota bogor emang udah sedia kab bogor kab bekas kab tangerang cari jangkau akses krl,netral
Sat Sep 07 10:35:29 +0000 2024,0,jirr potong tapera potong pensiun potong bpjs batas subsidi bbm batas subsidi krl batas subsidi gas,negatif
Sat Sep 07 10:26:06 +0000 2024,0,buzzerp anti islam ajeng trs kepul bansos kabar jama junjung kau rakyat ap pajakin subsidi d rangin ampe rencna pakai nik buat tarif krl gilirin mungut pajak pakai nik pea,negatif
Sat Sep 07 09:31:12 +0000 2024,0,menko marves luhut binsar pandjaitan buka suara soal subsidi krl bas nik kata,netral
Sat Sep 07 08:31:48 +0000 2024,0,dr dulu tuju subsidi mol mobil mahal beli orang kaya malah subsidi krl jelas masiv banyak guna malah jelas,negatif
Sat Sep 07 07:38:05 +0000 2024,1,menteri hubung budi karya sumadi pasti gelar rapat bicara perihal skema subsidi layan krl jabodetabek bas nik menhub koordinasi menteri koordinator bidang maritim investasi menko marves luhut binsar pandjaitan,netral
Sat Sep 07 07:07:33 +0000 2024,0,klo krl perintah guna diksi subsidi hak arti hak subsidi harus alih kendara pribadi,netral
Sat Sep 07 06:12:40 +0000 2024,34,you know what solves ka commuter jabodetabek in the short to medium run either gelontorin subsidi lebih banyak paksa macem hyundai nippon sharyo kerja inka bikin krl yauda ijinin banyak impor kereta ex tokyo metroeast jr,netral
Sat Sep 07 06:02:12 +0000 2024,0,napa naek krl diributin woooyyy pantas perintah subsidi tiket angkut umum masal subsidi mobil mewah bbm murah perintah badut,negatif
Sat Sep 07 05:55:51 +0000 2024,6,bansos subsidi krl subsidi listrik covid tuju pecah belah rakyat rakyat belah tuju bangsat capai subsidi hapus naik semua,negatif
Sat Sep 07 05:10:02 +0000 2024,0,lebih tepat bukan godok ngetes viral ciut lanjut viral tinggal tulis berita raja mulyono tambah subsidi krl,negatif
Sat Sep 07 04:02:05 +0000 2024,18,perintah godok skema terap subsidi tarif krl jabodetabek bas nomor induk duduk nik,netral
Sat Sep 07 02:26:48 +0000 2024,1,subsidi krl cabut alas subsidi tepat sasar padahal alami kelas tengah hari punya dendam kelas tengah gencet,negatif
Sat Sep 07 02:23:35 +0000 2024,0,subsidi bbm rang otw hilang subsidi krl pangkas bakal potong baru gaji kerja buat program pensiun baru p dipajakin dana didik pangkas pajak naik tahun depan tapera meres rakyat negara lama kayak rentenir dah,negatif
Sat Sep 07 01:41:21 +0000 2024,1,mobil listrik sda nikel keruk cuan cina ev cina perlu bangun pabrik mau kerja usaha syarat mandarin speaker jual sini kasih subsidi cina enak banget yaaa rakyat mau naik krl cabut subsidi,negatif
Sat Sep 07 01:39:01 +0000 2024,5,mau gimana bang bagi terima subsidi krl rang masuk kaum bengak dukung lanjut selamat nikmat,negatif
Sat Sep 07 00:54:46 +0000 2024,2,bilang subsidi krl tepat sasarangmn subsidi mobil listriksiapa nikmat,negatif
Sat Sep 07 00:26:37 +0000 2024,0,menhub budi karya sumadi bicara kena wacana subsidi krl bas nik budi karya kata gelar rapat kait,netral
Fri Sep 06 21:15:21 +0000 2024,0,menteri koordinator maritim investasi menko marves luhut binsar pandjaitan buka suara soal subsidi krl bas nik,netral
Fri Sep 06 17:59:53 +0000 2024,0,menhub budi karya rapat menkeu kait subsidi krl bas nik rencana tuju pasti subsidi tepat sasar,netral
Fri Sep 06 17:34:38 +0000 2024,0,rasa perintah sangat terlalu misal kesah wacana hapus subsidi krl bas nik tau gamungkin wacana potong gaji dana pensiun ojk tapera benerbener rasa hak rampas abisabisan hahaha,negatif
Fri Sep 06 14:00:35 +0000 2024,0,ide aneh perintah senang orang tengah atas mau pakai krl banding mobil pribadi menteri koordinator maritim investasi menko marves luhut binsar pandjaitan buka suara soal subsidi krl bas nik,negatif
Fri Sep 06 12:59:44 +0000 2024,2,menteri hubung menhub budi karya sumadi kata perintah bahas soal rencana terap subsidi tiket krl jabodetabek bas nomor induk duduk nik,netral
Fri Sep 06 12:24:05 +0000 2024,0,subsidi krl ajah mau cabut nambah bis mana kuat duitnyaa,negatif
Fri Sep 06 12:08:27 +0000 2024,2,senator dailami tolak subsidi krl bas nik negara cari untung keringat rakyat,negatif
Fri Sep 06 12:06:05 +0000 2024,0,menhub bakal bahas subsidi krl bas nik bareng luhutsri mulyani,netral
Fri Sep 06 11:53:33 +0000 2024,0,dampak presiden baca tanda tangan rapbn siap bahas dpr tuju eksekutif presiden tau isi mungkin isu subsidi krl tarik beliau penting maju duluan kek ikn,negatif
Fri Sep 06 10:17:13 +0000 2024,2,perintah pasti segara bahas rencana terap subsidi krl bas nik,netral
Fri Sep 06 06:41:58 +0000 2024,1,tolak subsidi bas nik datang komunitas tumpang krl mania yayasan lembaga konsumen indonesia ylki,netral
Fri Sep 06 06:41:57 +0000 2024,1,subsidi bas nik terap tarif krl segmen tentu mungkin naik,netral
Fri Sep 06 06:41:56 +0000 2024,5,subsidi krl rancang buat tarif tetap jangkau masyarakat kelas bawah subsidi tarif krl capai rp ribu subsidi tarif tetap rendah,netral
Fri Sep 06 06:41:52 +0000 2024,1,juru bicara menteri hubung adita irawati nyata subsidi krl bas nik gantung hasil bahas lintas sektoral konsultasi publik respons mang penting,netral
Fri Sep 06 06:41:50 +0000 2024,1,direktur jenderal perkeretaapian menteri hubung risal wasal kata rencana tuju sesuai subsidi krl sasar tepat,netral
Fri Sep 06 06:41:45 +0000 2024,2,wacana ubah skema subsidi krl cuat cantum buku ii nota uang rancang anggar dapat belanja negara tahun,netral
Fri Sep 06 06:41:42 +0000 2024,2,presiden joko widodo beri banyak komentar kena polemik ubah skema subsidi kereta rel listrik krl jabodetabek,netral
Fri Sep 06 06:41:41 +0000 2024,113,subsidi krl baru dampak rencana subsidi krl bas nik gulir anggap diskriminatif dorong guna transportasi publik ubah dampak tarif jalan yuk baca lengkap,netral
Fri Sep 06 05:35:47 +0000 2024,0,kocak apa bang aneh wong fakta ada subsidi mobil listrik hampir m belum punya mobil mewah mobil dinas eselon emang mau kasih avamza kagak wkwk konteks kasih asn umbi naik krl buat pp kantor rumah haha,negatif
Fri Sep 06 03:54:08 +0000 2024,0,subsidi negara bas nik kjp kip rencana krl evaluasi malah rumit lapang subsidi bahan bakar evaluasi sistem skrg rumit usaha spbu main regulator,negatif
Fri Sep 06 03:17:34 +0000 2024,20,wacana subsidi krl transpor rakyat kecil b rang subsidi bbm upil mau batas gilir moblis mlh mu subsidi bgnlh jabat punya penting bisnis asal untung gede rakyat susah egp,negatif
Fri Sep 06 02:42:37 +0000 2024,8123,mobill listrik subsidi padahal tahu beli mobil listrik orang kaya itu biasa mobil sekian punya subsidi t wacana subsidi krl moda transpor rakyat kecil bakal potong selamat jalan,negatif
Fri Sep 06 02:23:38 +0000 2024,10,betul tunjang fasilitas jabat tinggi pd tahap over ambil contoh subsidi mobil listrik punya mobil mewah subsidi mobil listrik laksana fungsional desa dlm krl sebentar subsidi cabut masterclass,negatif
Fri Sep 06 01:34:15 +0000 2024,0,gaji ad potong pensiun tapera taun depan krl mau subsidi sesuai nik skrng didik mau pangkas gmn curiga orang buat ikn,negatif
Fri Sep 06 01:11:46 +0000 2024,0,audit lumayan duit pakai buat subsidi krl dasar nik buat,negatif
Fri Sep 06 00:16:31 +0000 2024,0,bpjs face recognation krl subsidi basis nik jabat baru bancak proyek baru,negatif
Thu Sep 05 22:09:05 +0000 2024,3,wacana tiket krl bas nik pakar transportasi itb usul gerbong kelas voucher subsidi,netral
Thu Sep 05 16:11:49 +0000 2024,0,udh tumpang negeri jiran mau ngurangin subsidi krl wkwkwk rezim skill issue,negatif
Thu Sep 05 14:32:20 +0000 2024,0,wah omong valid berita akhir kata subsidi guna krl dasar nik,netral
Thu Sep 05 13:40:05 +0000 2024,0,motong subsidi krl bus,netral
Thu Sep 05 10:57:20 +0000 2024,1,subsidi mobil listrik lebih besar krl pimpin redaksi uslimin usle bongkar timpang subsidi transportasi indonesia benar paling untung,netral
Thu Sep 05 07:26:34 +0000 2024,8,buka suara kata anak kereta soal wacana subsidi krl jabodetabek bas nik,netral
Thu Sep 05 07:19:47 +0000 2024,0,tp krl mo bikin subsidi sesuai nik,netral
Thu Sep 05 04:35:32 +0000 2024,0,subsidi ka krl bas nik neng eem sorot penting subsidi kereta api pso temu rencana baik tiket krl langkahlangkah tingkat layan publik,netral
Thu Sep 05 01:21:25 +0000 2024,0,kasih buat negara subsidi krl telat sasar tai,negatif
Thu Sep 05 00:29:42 +0000 2024,4,dear cabut subsidi naik krl mending bikin sistem denda x lipat buat tumpang turun tap out stasiun bogor jakarta kota berangkat puluh orang ngetem turun harga orang udah antri stasiun,netral
Wed Sep 04 21:48:22 +0000 2024,0,gak usah harap regenerasi rakyat indonesia banyak peduli sepele masalah subsidi krl,negatif
Wed Sep 04 16:44:08 +0000 2024,0,kemarin subsidi krl sekarang,netral
Wed Sep 04 16:14:32 +0000 2024,0,min subsidi tarif krl nilai perintah tepat sasar emang orang kaya jakarta bogor tangerang crazy rich suka naik krl,negatif
Wed Sep 04 15:24:26 +0000 2024,0,jaman smuanya harus bs integrated mudah akses ni negara emg tinggal banget kyknya mana pakai wacana mau bikin subsidi krl based on nik,negatif
Wed Sep 04 12:53:37 +0000 2024,0,herman khaeron subsidi bas nik penting tepat sasar krl,netral
Wed Sep 04 12:17:39 +0000 2024,0,pagi krl tangerang duri biasa jam berangkat baru dateng tengah jalan ngalah ka bandara delay lgsekarang telat sampe numpuk banget duri mau tepat subsidi tepat waktu,negatif
Wed Sep 04 11:46:15 +0000 2024,1,mobil listrik subsidi krl subsidi mau cabut silang gimana jalan makin banyak kendara dih,negatif
Wed Sep 04 11:06:22 +0000 2024,0,makanya bang kolektif tolak subsidi krl guna ktpnik nama kendara umum bukan kendara miskin,negatif
Wed Sep 04 09:20:11 +0000 2024,10,herman khaeron subsidi bas nik penting tepat sasar krl,netral
Wed Sep 04 08:27:05 +0000 2024,0,pp with krl in this economy era subsidi krl dna bensin bakal dikotakkotakan era,netral
Wed Sep 04 07:50:48 +0000 2024,0,herman khaeron subsidi bas nik penting tepat sasar krl,netral
Wed Sep 04 07:49:54 +0000 2024,0,herman khaeron subsidi bas nik penting tepat sasar krl,netral
Wed Sep 04 06:25:23 +0000 2024,0,masuk akal subsidi layan krl jabodetabek bas nik,netral
Wed Sep 04 06:10:37 +0000 2024,0,dengerin rasa takjubampsakit pas bagi tara iya kayak prinsip pegang pimpin megang prinsip krl udah x muncul berita rencana tentu subsidi orang,negatif
Wed Sep 04 05:07:19 +0000 2024,0,perintah rencana ubah salur subsidi tiket krl skema langsung jadi subsidi bas nomor induk duduk nik rencana tuai pro kontra masyarakat untung rugi skema subsidi tarif krl bas nik lapor bagi,netral
Wed Sep 04 04:57:35 +0000 2024,1,kritik wacana subsidi tarif krl bas nik tolak warga tanggap amat,netral
Wed Sep 04 03:11:48 +0000 2024,0,soal subsidi krl bas nik senator dailami tegas tolak,netral
Wed Sep 04 02:51:10 +0000 2024,6,senator jakarta tolak subsidi krl bas nik harus gratis,netral
Wed Sep 04 01:44:52 +0000 2024,0,kelas tengah banyak miskin subsidi krl based on nik pajak n listrik naik kapan harga turun spy rakyat tambah jepit,negatif
Wed Sep 04 01:13:33 +0000 2024,0,senator dailami tegas tolak subsidi krl bas nik,netral
Tue Sep 03 14:14:51 +0000 2024,0,subsidi krl sikat gera demo ikut,negatif
